text,reviewId,url,placeId,categoryName,stars,reviewImageUrls/0
"I had a really great experience here. The staff was friendly and helpful. Our waitress was very attentive but not overwhelmingly so. Food was delicious! Really cute and tiny, perfect atmosphere. It’s casual for Italian, but I enjoyed the local feel.",ChdDSUhNMG9nS0VJQ0FnSURNc05Xa3pRRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipPpLz4JEOE9RFHfLQTGa-Hyr-aHeGHCyHuxnnr_=w150-h150-k-no-p
"We just tried Frank's for the first time and it won't be our last.  The calimari was fresh, tender and cooked to perfection.  Our entrees were hot, delicious and served with a loaf of hot bread and a lovely dinner salad.  The customer service was remarkable.  Frank's is a real throwback to restaurants back before corporations started mass producing factory prepped food.  A real treat!!",ChdDSUhNMG9nS0VJQ0FnSUNvNS1pSDNnRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNBpVdDxzhepBZyuEWTXGvDGhnIIZFdL1GsGzjK=w150-h150-k-no-p
"Nice Lil Italian restaurant .Good portion size,good food! Suggest you eat outside on their patio and watch Parkville stroll by. Nice and relaxing.",ChdDSUhNMG9nS0VJQ0FnSURXbHJLdm1BRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipODw2eekh-b70n8KQ-0qSVNf7qrKoyZLM0jv_xJ=w150-h150-k-no-p
"This is a hidden gem in Parkville! The food was amazing. Everything is freshly made, and the flavors were amazing.  The Calamari was a great appetizer to start with.",ChZDSUhNMG9nS0VJQ0FnSURNM2V1VFVnEAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipOvxtnkUlsz4LXK-wxCY0JnIS-wSZtqsCjO54w6=w150-h150-k-no-p
Great outside seating had some sangrias before a nice walk in english landing park.  Great place to sit outside and have some drinks and watch some people,ChdDSUhNMG9nS0VJQ0FnSURXMG8yRC1BRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipPhKpN6z2IhfbQMvhA2qQhOQZO1_hceXVUTcJqt=w150-h150-k-no-p
The Italian Steak looks really good. Tilapia was good. Pasta with the dish was awesome. Chicken Spedini was the best. Risotto was different,ChZDSUhNMG9nS0VJQ0FnSUNnOC1EaFlnEAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,3.0,https://lh5.googleusercontent.com/p/AF1QipMADgKNx0L4doA860bBNouhoZJ9xhpqmv1a7405=w150-h150-k-no-p
The Coffee is good and the Cannolis are amazing.,ChdDSUhNMG9nS0VJQ0FnSUN1bzlpMDBRRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOacz9X0zu2mJqja_2vqwb5XoeLp_2gXsSRDGYL=w150-h150-k-no-p
Really loved the food and the service🙂✨💖,ChdDSUhNMG9nS0VJQ0FnSURLek9XMzZRRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMb8uHjDwdJT3bgMjzEilZUj2ch7XJx-0Hi4gW7=w150-h150-k-no-p
The food was good.  The inside and finishings are outdated. My toast arrived 10 minutes before my breakfast did. Weird.,ChdDSUhNMG9nS0VJQ0FnSURRX2FUSl9RRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipOY03g_2GtVBpEcbIWjj_xlJPi2deWuyqtVvZ93=w150-h150-k-no-p
Great breakfast. Frank's bowl is where it's at!,ChZDSUhNMG9nS0VJQ0FnSUMycVpxYmZREAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPK5lvywhn6At8Z3_EbsuOQstFSU4jaoWsmH6kH=w150-h150-k-no-p
"Small Town vibe, great food, nice views and super quick!",ChZDSUhNMG9nS0VJQ0FnSURZdTdtWVVnEAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipP9tq1znbtbwCYFPiAjBJE0mA8he3fMWMyK6s4e=w150-h150-k-no-p
Great Italian restaurant!  I recommend the chicken cacciotore!,ChZDSUhNMG9nS0VJQ0FnSUNvMHAyR0x3EAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMyz30XUs1SFM5SVNXQSUjeHXhqYTnP_Yjm1CYx=w150-h150-k-no-p
Love that spicy shrimp pasta,ChdDSUhNMG9nS0VJQ0FnSUNBMmZqa3ZnRRAB,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMbGoPhZU_XsY1PS5eCWmm0faUC7oeeV6H37zLp=w150-h150-k-no-p
"Great location, great breakfast...",ChZDSUhNMG9nS0VJQ0FnSUNDb3VPRVp3EAE,"https://www.google.de/maps/place/Frank's+of+Parkville/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0f5aa36a54ee3:0xb091ca3870ffd200!8m2!3d39.1893682!4d-94.6840522!16s%2Fg%2F12635zrrb?hl=en",ChIJ406lNqr1wIcRANL_cDjKkbA,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNOMEfroiOPP6npsu67c5j3IQQuvgK460IdLLlf=w150-h150-k-no-p
"Best EVER garlic bread!!!!  Literally made my day! Ha! That pesto garlic dipping sauce was divine with that perfectly cooked bread. I got a yummy delicious HUGE plate of bowtie chicken, enough for lunch tomorrow as well. One son got Sicilian pizza, good (not really spicy as listed) but also plenty for leftovers. Other son got lasagna, also good and husband got a beef pasta.... deburgo, very spicy, perfect for his taste. Nice that the calamari came with both warm marinara and cool lemon aioli, as my family was split on preference, but stealing garlic bread almost resulted in a fork in the hand! Only disappointment was that sweet tea came as tea with sugar packets, which any tea lover knows doesn't dissolve well when tea is cold and... my husband was asked if he wanted parmesan cheese and pepper on his meal but when server came back she said that the parmesan ""hadn't been taken out yet,"" asking if just black pepper was okay? What? An odd comment...as if he wasn't worthy of getting the cheese out after he was asked. Otherwise, we were overall pleased with our experience.",ChdDSUhNMG9nS0VJQ0FnSUQydmZpSjNnRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNf_nuSGQuh8qIpR7-EycEPWl_lgrV9QhE70xr9=w150-h150-k-no-p
1st visit. Food was great - hot and fresh. Prices very reasonable. Environment and atmosphere was family oriented and tables spacious. Ample parking. Service was so-so with water glasses not kept filled (minus one star).,ChdDSUhNMG9nS0VJQ0FnSUNXM091V29BRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipOJFnt-yA9vMZx5NdpjpiefECy-10qWc92SfeHu=w150-h150-k-no-p
Came with a group of 12 for an early holiday celebration. They were ready for our reservation.  A lovely bunch with lots of questions and demands.  Polite and professional servers.  Great food. Great service.,ChZDSUhNMG9nS0VJQ0FnSUNtdEtqcUl3EAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMDXtOfTaz909Ix99zBeAFfGwcZi_wQS_NdWBGA=w150-h150-k-no-p
Amazing eggs Benedict with crab cakes! Ask for a side of sriracha cream sauce for the potatoes. 🔥🔥🔥,ChdDSUhNMG9nS0VJQ0FnSUMtb3ZlNGlBRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNktnHCLwEPsDC5GwO2kH9UYHkAcJ9wt4CJAWEF=w150-h150-k-no-p
"The food was delicious, sauces perfect and our waitress was a delight.",ChZDSUhNMG9nS0VJQ0FnSURCanFHUlJBEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMlP5UwtJHQfuRxxeq65NOR1OQcHaoiTtzw4ydo=w150-h150-k-no-p
"The food was good and there restaurant did a good job with social distancing. I was only just a little disheartened that our waiter only stopped at the table 3 times; take our order quick stop just as our food was brought out then again to give us the bill. She never checked on our drinks or asked if everything tasted ok.

She was friendly and we still tipped over 25% but  considering the reduced capacity of the restaurant I would have thought she could have been a little more attentive.",ChdDSUhNMG9nS0VJQ0FnSURjX08zTzh3RRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipOmWOFeh32mf_rVTibfvWDUcbsWPDs99ZeegEVf=w150-h150-k-no-p
Excellent food and service.  All the servers were very knowledgeable and friendly. I had the lunch combo plate of Lasagne and Spinach Salad then Italian Cream for dessert,ChdDSUhNMG9nS0VJQ0FnSUQyNXJLdHJ3RRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOJuROHeKJYp7Ano_MFTyBJLMs0oNW4IXtj5VcT=w150-h150-k-no-p
"We went for a brunch date and really enjoyed our experience.  We ordered the brunch board for two and added brunch potatoes and ham. The food was great,  service was great.  Only thing was they suggested making a reservation next time because it can get busy. We will definitely go back!!",ChdDSUhNMG9nS0VJQ0FnSUNxNFBHSW5RRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOJJpyKCa1tHlC9GdrVxr-8AYyMgs76iFwsKuoS=w150-h150-k-no-p
"I had the wheat pasta, feta, basil, pesto, and added salmon. It was delicious but was swimming in oil. My sweetheart had the big steak, it was cooked right, Med Rare, but wasn't hot. Still enjoyed our evening and would return.",ChdDSUhNMG9nS0VJQ0FnSUNRNnZYajRnRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNoN6wRtuf2h6wJW_wRL_0QnODXjS3Rkhbc9kD6=w150-h150-k-no-p
"Paulo and Bill is a fantastic restaurant! My boyfriend and I made eating here our anniversary dinner tradition several years ago, and it does not disappoint. The bow tie pasta is incredible, and the chicken alfredo pasta is great, too. I've never had food here I didn't like. However, the real star of the show is the phyllo brownie - you just can't come here without getting one!! You can come to Paulo and Bill dressed up for a special occasion, and students sometimes come in dressed up for proms or homecoming, and yet if you are wearing a t-shirt and jeans, you won't feel too out of place, either. It's versatile and the perfect restaurant for any occasion. Great food, great service. Thanks, Paulo and Bill!",ChZDSUhNMG9nS0VJQ0FnSUNpMFl5VE13EAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOyk1bgasIPkBRmMaT_cJD5QEThM6mR7FZ-uDJY=w150-h150-k-no-p
"Lasagna and chicken salad with triple layer chocolate cake. Good food, great service and ambience!",ChZDSUhNMG9nS0VJQ0FnSUNTNE5MSkxREAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPDlctlPfU1GeXptZKcrAv29oFfay2CrVxDVUC2=w150-h150-k-no-p
Good food a little on the higher end than I'm used too. I had a Trio sampler with Beef Chicken and Swordfish. It was all really good.,ChdDSUhNMG9nS0VJQ0FnSURJb19Qay1nRRAB,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNb05dkUmFmXSgwXjP1NiF_nk1HaN4I0HUsCWWd=w150-h150-k-no-p
"A great place to sit down and have coffee and dessert. Peter was an excellent server and made sure we were taken care of. If you order the chocolate cake prepare yourself, it is enormous!",ChZDSUhNMG9nS0VJQ0FnSURhLUtYWEJBEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNJfOLJF6N7dWNzG6AxQ5x4tiKHg4yLuTLjJalN=w150-h150-k-no-p
"Best place in town.   Best food, best service, freshest fish, best drinks and wine service, it's crazy good!",ChZDSUhNMG9nS0VJQ0FnSUNndnFHQU9REAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPdpk1DiaS2zgZDmAJKH_qKLakB4WzJw0r25gWX=w150-h150-k-no-p
"Great care of customers. Wine, cocktails and great Dinner Specials...
Genuinely want to make your visit pleasurable...",ChZDSUhNMG9nS0VJQ0FnSURjOXJfUkRnEAE,"https://www.google.de/maps/place/Paulo+and+Bill+Restaurant/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c093a370199789:0x7f45f18425be56cd!8m2!3d38.998903!4d-94.777492!16s%2Fg%2F1v6wpvmj?hl=en",ChIJiZcZcKOTwIcRzVa-JYTxRX8,Italian restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOX-A64FWkt11MeO3yB0iezPefZocfr1qEy1gCS=w150-h150-k-no-p
