stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length
5.0,2022-09-24T06:01:21,Carlos Martinez,"Really good place to stay!!!
everything is across the street restaurants,bars, Walmart, rouses
beautiful views even in the gym",Hampton Inn & Suites Orange Beach/Gulf Front,,"Off State Route 182, this contemporary beachfront hotel is a 5-minute walk from downtown Orange Beach.
 Bright, airy rooms feature free Wi-Fi and flat-screen TVs, plus coffeemakers and desks. Suites add private balconies, living areas, minifridges and microwaves.
 In addition to the free parking and daily hot breakfast, there's beach access, an indoor/outdoor pool and a fitness center. Other amenities include an on-site tiki bar, a business center and meeting space for up to 320 people.",$153,4.3,0.0,True,ChZDSUhNMG9nS0VJQ0FnSUNlcV9XTEJ3EAE,Hotel,https://lh5.googleusercontent.com/p/AF1QipN3SVA4-dPXV1v4sysXbyZgmT4dvSk4kGZzNbk=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNlcV9XTEJ3EAE!2m1!1s0x0:0xe16076cf81f4d0ee!3m1!1s2@1:CIHM0ogKEICAgICeq_WLBw%7CCgsIsbq6mQYQyKePcQ%7C?hl=en-US,112878268512048409116,18.0,https://lh3.googleusercontent.com/a/AGNmyxZmoJwTdpjZzeRBY0mUqKqVM9hjltdE40RfmPE=s120-c-c0x00000000-cc-rp-mo-ba2-br100,https://www.google.com/maps/contrib/112878268512048409116?hl=en-US,1532,2023-03-26T11:33:25.845Z,Alabama,25518 Perdido Beach Blvd,False,"https://www.google.de/maps/place/Hampton+Inn+%26+Suites+Orange+Beach%2FGulf+Front/@32.7720864,-89.6682116,7z/data=!4m9!3m8!1s0x889a06f098f471bd:0xe16076cf81f4d0ee!5m2!4m1!1i2!8m2!3d30.2681068!4d-87.5892144!16s%2Fg%2F1td61hwc?hl=en",https://www.hilton.com/en/hotels/mobobhx-hampton-suites-orange-beach-gulf-front/?SEO_id=GMB-AMER-XS-MOBOBHX&y_source=1_MjA4MzM0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Hotel,,,Hotel,hotel,"[('bars', 0.3155), ('place', 0.2968), ('restaurants', 0.246), ('street', 0.2427), ('gym', 0.2146)]","['bars', 'place', 'restaurants', 'street', 'gym']","[{'label': 'positive', 'score': 0.898907482624054}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,19
4.0,2023-02-20T03:18:01,Foodie Albuquerque,It was very fun for my children! They had so much fun! I love that its so interactive.  Very fun. Need to add a few more games! Loved the GIF photo booth!,Electric Playhouse,,,,4.2,0.0,True,ChdDSUhNMG9nS0VJQ0FnSUNoM1phZW5RRRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipOsuZ4rJ922pIUBAsE4B1QFKKvqvSnp5-2OTvgO=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM8xaaSBdtWssXGIdttzsziApMIfSbnxfJYr_Jb=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM2vO81YOPJey-lGwM4mHcQV0btQkpeKWjIUpij=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM5nBHeyj6H1Fdv1AMnip-OgWm9jw0GB047ab93=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMkjfDazMayc0c31_Ixpj47zZQQC6gOBn1apPkR=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOJAH8CWAj4HGXg5Lrp2XjVJEMZDoEePuywxFpT=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNJ0xQMMJZmac5jbD3H-y9lKVCfmUR0Wbkt-5xS=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNtgQr5ahiuzavSNL_XDWAr6rdq0Qw0cUldbXd5=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipO4y6ZskxWoSbt8EvgOU3occwEOzRtEEVFFtLk7=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNYjUkd4p2550qLKgY220rYjyrWwP9-aRtlmpjR=w256-h256-p-k-no,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoM1phZW5RRRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgICh3ZaenQE%7CCgwI6czLnwYQiKDsuAI%7C?hl=en-US,114104943924492932719,49.0,https://lh3.googleusercontent.com/a-/ACB-R5Tqb4LQO-KrHudBrEbvClG1qokk71jPqfFEiZfo=s120-c-c0x00000000-cc-rp-mo-ba4-br100,https://www.google.com/maps/contrib/114104943924492932719?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('fun', 0.3556), ('interactive', 0.2766), ('games', 0.2615), ('children', 0.244), ('loved', 0.1494)]","['fun', 'interactive', 'games', 'children', 'loved']","[{'label': 'positive', 'score': 0.9273262619972229}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,32
5.0,2023-02-26T20:52:41,Alycia Lee,"Came here for the first time for yoga- I will come back!
Super cool environment!
Staff was friendly.",Electric Playhouse,,,,4.2,1.0,True,ChdDSUhNMG9nS0VJQ0FnSURob05MR3FBRRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipP_gZtgTj3Fce-w4yybZLliwCYdqwGdfJbniSRF=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURob05MR3FBRRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgIDhoNLGqAE%7CCgwImY3vnwYQoLz62QI%7C?hl=en-US,115118211024173454132,37.0,https://lh3.googleusercontent.com/a-/ACB-R5RIAs4KwirGfprMIG9qTJ14ufRbzy8HOeMFtuX54g=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/115118211024173454132?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('yoga', 0.4033), ('come', 0.2966), ('came', 0.2773), ('staff', 0.2761), ('environment', 0.2088)]","['yoga', 'come', 'came', 'staff', 'environment']","[{'label': 'positive', 'score': 0.9026347398757935}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,18
4.0,2022-05-08T03:25:48,Crystal Bean,"A very interesting form of entertainment here I must say. So you enter a brightly lit room to pay for entry….and then you go into a tunnel of neon lights and immediately are submerged into a neon maze of fun! There are several different activities to enjoy along with a drink station and bar. My son and I went and paid $18 a ticket for a pass for a few hours. Some of the games where really fun and interactive well others where kind of meh. The dodgeball space invader game and the larger than life breakout game where are favorites. The only downsides are it does get crowded and kind of smelly…I mean there’s lots of kids running around sweating 😅 also there isn’t that much to do considering majority of the main events get completed fairly quickly. We where kind of over it after an hour due to all the screaming kids but the initial wow factor is great. We decided to hit the snack bar and I was hoping for an adult beverage but no one would help us. The staff was in the kitchen dancing and the bartender only seemed interested in helping a certain group of people at the bar. So we left, I don’t think we will go back but it’s definitely something everyone should go try once",Electric Playhouse,,,,4.2,4.0,True,ChdDSUhNMG9nS0VJQ0FnSUQyaktXeml3RRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipP7wZq4CwtO5HV3H76TFUQfKFtktNzAtXCjETFm=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNqziZ2jDVSTDoZQ2n6OI-eLgoXQfeh5EaIJ20-=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMNWz4o3CMRYWmNvT_5x8pdNLB6XPk2hKyJ0rm3=w256-h256-p-k-no,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyaktXeml3RRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgID2jKWziwE%7CCgwIvPDckwYQ0PX7mQI%7C?hl=en-US,117455959683599573140,43.0,https://lh3.googleusercontent.com/a-/ACB-R5TSRUMAqQGYb4yONuLs8CqTQj26TMjwoNEEVXxRsw=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/117455959683599573140?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('fun', 0.3563), ('maze', 0.3326), ('entertainment', 0.3071), ('neon', 0.3033), ('bar', 0.2508)]","['fun', 'maze', 'entertainment', 'neon', 'bar']","[{'label': 'negative', 'score': 0.4175284206867218}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,224
5.0,2020-06-20T02:08:26,Katrina K,"The best dinner in Albuquerque. Creative, visually stunning and tasty! I love how locally sourced ingredients were a big theme of the night. Service is excellent, everyone seems really happy to be there and make your experience amazing.",Electric Playhouse,,,,4.2,0.0,False,ChdDSUhNMG9nS0VJQ0FnSURjajZQXzJBRRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipOYNRAG6VY9o-8eAUFYnY5jENaVNI_pr-ADsQpu=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN4pm7F71efIrl5j3tvlmXJIltAL6dbKByh6AEo=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP-8nPIozT3QBiSri1whVTU6ufVAWXQwZORUtLm=w256-h256-p-k-no,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURjajZQXzJBRRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgIDcj6P_2AE%7CCgwImt-19wUQuLyTtQI%7C?hl=en-US,113867543989696632568,28.0,https://lh3.googleusercontent.com/a-/ACB-R5Rs-drP9sDXV-mYMdHW3QWrk3WTydhDmdGER6Lc22o=s120-c-c0x00000000-cc-rp-mo-br100,https://www.google.com/maps/contrib/113867543989696632568?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('albuquerque', 0.4978), ('dinner', 0.4074), ('ingredients', 0.2998), ('tasty', 0.2884), ('best', 0.2406)]","['albuquerque', 'dinner', 'ingredients', 'tasty', 'best']","[{'label': 'positive', 'score': 0.933194100856781}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,38
5.0,2021-07-29T00:22:14,Bonnie Leggo,Great place to play with our daughter.,Electric Playhouse,,,,4.2,1.0,False,ChZDSUhNMG9nS0VJQ0FnSUNhbW9YU2JREAE,Amusement center,https://lh5.googleusercontent.com/p/AF1QipPVcfUG2l0Mlpg0rh_ZSatR11sY8vXlsnTkJaDH=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPfc4ID8-PiimVFZK2Ruh4x9FT7gqp9GucRhHtp=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN1__BfrG3cI-SR_uRhT_qtvfaH-6M9XSxZyBTN=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOEkm7UnW41seQtwYRSYvPnyxAaKmPFQiZpEUx0=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOJSvx7IqS8OgbWRmWhozZ8iSMM8QwR-bML8Pkv=w256-h256-p-k-no,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhbW9YU2JREAE!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgICamoXSbQ%7CCgwItumHiAYQ8IazogM%7C?hl=en-US,110685909073601373134,25.0,https://lh3.googleusercontent.com/a-/ACB-R5Sg37QuqDjnArOSA4LSYigH9RddcDYDvkEVB587HUE=s120-c-c0x00000000-cc-rp-mo-br100,https://www.google.com/maps/contrib/110685909073601373134?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('place', 0.3947), ('play', 0.3554), ('daughter', 0.2682), ('great', 0.1394)]","['place', 'play', 'daughter', 'great']","[{'label': 'positive', 'score': 0.9352691769599915}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,7
1.0,2022-09-25T23:29:02,Christabelle Estrada,Not worth it for 100 dollars we paid the food sucks fries aren't even crispy 😒  and the play areas omg its always the same type of video doesn't change I'm never bringing my grandkids ever,Electric Playhouse,,,,4.2,0.0,False,ChdDSUhNMG9nS0VJQ0FnSUNlNTlEdjN3RRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipPsWb0BkyfcPQf7G2q77BJLewZvllWXizvMtUoU=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlNTlEdjN3RRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgICe59Dv3wE%7CCgwIvsjDmQYQqKLBjwM%7C?hl=en-US,109579402757246933665,2.0,https://lh3.googleusercontent.com/a/AGNmyxYNCWBGVgXT93Poj4fbLh8DcclwL9Yl0KD1ogB1=s120-c-c0x00000000-cc-rp-mo-br100,https://www.google.com/maps/contrib/109579402757246933665?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('grandkids', 0.3735), ('play', 0.2813), ('100', 0.2799), ('worth', 0.2413), ('video', 0.2065)]","['grandkids', 'play', '100', 'worth', 'video']","[{'label': 'negative', 'score': 0.9508098363876343}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,36
5.0,2022-04-18T20:27:15,David Cox,"Just had my daughter's 9th birthday at Electric Playhouse and it was a hit! The kids loved the party room and all the games, while the adults loved being able to play while enjoying some beverages. I would highly recommend it to anyone that has a birthday coming up for their young ones.",Electric Playhouse,,,,4.2,7.0,True,ChZDSUhNMG9nS0VJQ0FnSUMyLXZDamZ3EAE,Amusement center,https://lh5.googleusercontent.com/p/AF1QipPS3ExibK58PiGYPOQhpOMucefPVPM5lO1xny2f=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPoSpK8gVhBQjAi_7bM9b33xHKSELrULpwe0UUU=w256-h256-p-k-no,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMyLXZDamZ3EAE!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgIC2-vCjfw%7CCgwIo5P3kgYQ0IasmQE%7C?hl=en-US,101280049206353465697,2.0,https://lh3.googleusercontent.com/a-/ACB-R5RJq5JHxWFSjirOJgWGIettw7zquPAaxMay-i1f8g=s120-c-c0x00000000-cc-rp-mo-br100,https://www.google.com/maps/contrib/101280049206353465697?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('playhouse', 0.4356), ('9th', 0.2522), ('party', 0.2082), ('birthday', 0.1983), ('room', 0.1853)]","['playhouse', '9th', 'party', 'birthday', 'room']","[{'label': 'positive', 'score': 0.9231554865837097}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,53
4.0,2020-03-02T19:08:41,Jim Sanchez,A great place for a special event. I was there for the United NM soccer team bash.,Electric Playhouse,,,,4.2,0.0,True,ChdDSUhNMG9nS0VJQ0FnSURzcHFuM29BRRAB,Amusement center,https://lh5.googleusercontent.com/p/AF1QipP7i9XMG549jtXbpo4tD6kx41tp1eUuQ3ROvbu0=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNCiFhRxNZKddqOxjLoywRErhAefFLS0gvQIhNH=w256-h256-p-k-no,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzcHFuM29BRRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgIDspqn3oAE%7CCgwIubP18gUQ-IHClAM%7C?hl=en-US,106301890157999397655,45.0,https://lh3.googleusercontent.com/a-/ACB-R5T7YdnQMgtqO2DHA5eQn5O-x6yTqksRIGdsm4wT=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/106301890157999397655?hl=en-US,641,2023-03-26T11:04:46.177Z,New Mexico,5201 Ouray Rd NW,False,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",https://electricplayhouse.com/,Amusement center,Bar & grill,Museum,Amusement center,activity,"[('nm', 0.3983), ('event', 0.3048), ('place', 0.2996), ('united', 0.2167), ('team', 0.1957)]","['nm', 'event', 'place', 'united', 'team']","[{'label': 'positive', 'score': 0.8500850796699524}]",,real,ChIJAQDQO8cMIocR2lHKd2dXe8I,17
5.0,2019-03-02T04:29:31,Maria Guerrero,"Excellent concept, very fresh and tasty food!",Kura Revolving Sushi Bar,,An array of sushi & other Japanese dishes drifts past diners on a conveyor belt at this simple spot.,$$,4.4,1.0,True,ChdDSUhNMG9nS0VJQ0FnSUNvMl9XZWhnRRAB,Conveyor belt sushi restaurant,https://lh5.googleusercontent.com/p/AF1QipNY_dpY-ra_9xO70fwYl8ArueqQa6Pmb202SZR2=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNvMl9XZWhnRRAB!2m1!1s0x0:0xe0d4a91e7918564a!3m1!1s2@1:CIHM0ogKEICAgICo2_WehgE%7CCgwIq43o4wUQoKPUowI%7C?hl=en-US,107963216230571205859,42.0,https://lh3.googleusercontent.com/a-/ACB-R5T89VrDMoYndZ8-o-r3XpC4s6mlC0eJbeUvp5t0ig=s120-c-c0x00000000-cc-rp-mo-ba4-br100,https://www.google.com/maps/contrib/107963216230571205859?hl=en-US,2168,2023-03-26T09:40:01.459Z,Texas,3510-A Main St,False,"https://www.google.de/maps/place/Kura+Revolving+Sushi+Bar/@29.7398268,-95.3786331,13z/data=!4m6!3m5!1s0x8640bf6e6c0a0a03:0xe0d4a91e7918564a!8m2!3d29.7394979!4d-95.3792165!16s%2Fg%2F11hbms5vqq?hl=en",https://kurasushi.com/locations/houston-tx-midtown/,Conveyor belt sushi restaurant,Asian restaurant,Japanese restaurant,Conveyor belt sushi restaurant,restaurant,"[('fresh', 0.3679), ('tasty', 0.3162), ('food', 0.2805), ('concept', 0.2347), ('excellent', 0.1931)]","['fresh', 'tasty', 'food', 'concept', 'excellent']","[{'label': 'positive', 'score': 0.9409387111663818}]",,real,ChIJAwoKbG6_QIYRSlYYeR6p1OA,7
5.0,2020-10-03T20:21:26,Vernon Williams,Socially distanced dining experience and the staff was great! Always a good time here.,Kura Revolving Sushi Bar,,An array of sushi & other Japanese dishes drifts past diners on a conveyor belt at this simple spot.,$$,4.4,0.0,True,ChZDSUhNMG9nS0VJQ0FnSURDLWRmT0VBEAE,Conveyor belt sushi restaurant,https://lh5.googleusercontent.com/p/AF1QipMVckJgPBURNzOB7YKDBS02Yzphm_bE2jKBVWEX=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDLWRmT0VBEAE!2m1!1s0x0:0xe0d4a91e7918564a!3m1!1s2@1:CIHM0ogKEICAgIDC-dfOEA%7CCgwIxrrj-wUQqLPGwwM%7C?hl=en-US,118079284097193023029,19.0,https://lh3.googleusercontent.com/a-/ACB-R5RrxN84ItrkJfcxqoiZhuFE6WWPTvns1gSPqD-rXw=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/118079284097193023029?hl=en-US,2168,2023-03-26T09:40:01.459Z,Texas,3510-A Main St,False,"https://www.google.de/maps/place/Kura+Revolving+Sushi+Bar/@29.7398268,-95.3786331,13z/data=!4m6!3m5!1s0x8640bf6e6c0a0a03:0xe0d4a91e7918564a!8m2!3d29.7394979!4d-95.3792165!16s%2Fg%2F11hbms5vqq?hl=en",https://kurasushi.com/locations/houston-tx-midtown/,Conveyor belt sushi restaurant,Asian restaurant,Japanese restaurant,Conveyor belt sushi restaurant,restaurant,"[('dining', 0.4936), ('socially', 0.3631), ('distanced', 0.2968), ('staff', 0.2917), ('experience', 0.2286)]","['dining', 'socially', 'distanced', 'staff', 'experience']","[{'label': 'positive', 'score': 0.9360877275466919}]",,real,ChIJAwoKbG6_QIYRSlYYeR6p1OA,14
2.0,2019-03-10T04:20:01,Alex Sobey,"Requested a table and willing to wait for it, did not get one. Requested two waters, got one. No alcohol. The stuffing of the blue crab California roll, the rainbow roll, and the caterpillar roll tasted like over mayoed coleslaw. They obviously use the same odd filling for several rolls, and it is all you taste. We sat right next to kitchen and heard the chefs talking about peeing and pooping for like 3 minutes straight. Also if you fill out the survey at the end, the chefs and servers get it immediately, as they instantaneously mentioned that they got a poor review. So that was super awkward.",Kura Revolving Sushi Bar,,An array of sushi & other Japanese dishes drifts past diners on a conveyor belt at this simple spot.,$$,4.4,1.0,True,ChdDSUhNMG9nS0VJQ0FnSURveVB1Tzl3RRAB,Conveyor belt sushi restaurant,https://lh5.googleusercontent.com/p/AF1QipPDXJ-aPoIzxVKVy_lm5v8c7tMdvJaxd4oQtxeD=w256-h256-p-k-no,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURveVB1Tzl3RRAB!2m1!1s0x0:0xe0d4a91e7918564a!3m1!1s2@1:CIHM0ogKEICAgIDoyPuO9wE%7CCgsI8aCS5AUQwKDDag%7C?hl=en-US,105857692021747412224,326.0,https://lh3.googleusercontent.com/a-/ACB-R5TjceduustgAA3bORwPB5HkqY-DJxf1cDA2oIiSAA=s120-c-c0x00000000-cc-rp-mo-ba4-br100,https://www.google.com/maps/contrib/105857692021747412224?hl=en-US,2168,2023-03-26T09:40:01.459Z,Texas,3510-A Main St,False,"https://www.google.de/maps/place/Kura+Revolving+Sushi+Bar/@29.7398268,-95.3786331,13z/data=!4m6!3m5!1s0x8640bf6e6c0a0a03:0xe0d4a91e7918564a!8m2!3d29.7394979!4d-95.3792165!16s%2Fg%2F11hbms5vqq?hl=en",https://kurasushi.com/locations/houston-tx-midtown/,Conveyor belt sushi restaurant,Asian restaurant,Japanese restaurant,Conveyor belt sushi restaurant,restaurant,"[('chefs', 0.3409), ('table', 0.325), ('tasted', 0.3128), ('kitchen', 0.3031), ('review', 0.2855)]","['chefs', 'table', 'tasted', 'kitchen', 'review']","[{'label': 'negative', 'score': 0.5590540170669556}]",,real,ChIJAwoKbG6_QIYRSlYYeR6p1OA,108
