text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre
"We were in and out super fast since we lost $$ fast 😬😉
I will not give less stars like some other reviewers here just because I lost money, you come and play you either lose or win that's the deal .  I am giving 5 stars since the environment was cool , clean and employees were helpful . We didn't try the restaurant inside but we are planing to come back and spend a little more time to lose more 😄
Have fun people and play wisely!!!",ChdDSUhNMG9nS0VJQ0FnSUNXanR1UDVRRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipM3UOxajUveRnL5a67g89quQlUWDRpabbGhx0Jq=w150-h150-k-no-p,hotel
11/22/16 Over The Road Truckers they come into town very late and find out all the truck stops are full come on over to Hollywood Casino and do some gambling there's plenty of room and check this out.... I just submitted some photographs of wild turkey grazing in the yard just before Thanksgiving how perfect..... it's making me hungry haha.... HAVE THE BEST THANKSGIVING YA'LL....  :))))),ChdDSUhNMG9nS0VJQ0FnSUNReUozbnJ3RRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,4.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipOqhqSbGLmdtpUdi6R_hZl4Pl1LbBZFtlj-pZUv=w150-h150-k-no-p,hotel
The best casino to my husband 🤨nice casino lot stores . good restaurants and the buffet is delicious,ChdDSUhNMG9nS0VJQ0FnSUNnbmNtdHp3RRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipPO93AImAjPtEopU4_kZk7VxZ9rlTOTgqLLV07G=w150-h150-k-no-p,hotel
Came here on my 21st and won $10 so I'm definitely not complaining.,ChZDSUhNMG9nS0VJQ0FnSUN3OUwtWlF3EAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMoFb25iOa862oDL7mZBEcqx7TJnhebnr6ANZId=w150-h150-k-no-p,hotel
"3 stars because there is not any rewards for someone out of town. The reward gains are small and grow tier points slowly.  They give you rewards but when you live in Central Kentucky and they send them to you in the mail it really doesn't do me any good.  If they could print them for you would be much more enjoyable.  Also, they just got electronic roulette but it's not been operable for all the 2 months it's been there.",ChZDSUhNMG9nS0VJQ0FnSUNXOWFXblRBEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,3.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMk5pToHbutTWSRlTgtGbeYlL7q9V9j244_c4rr=w150-h150-k-no-p,hotel
Such a fun place to stay. You can definitely enjoy the history here as well as the casino gaming. The staff was very friendly and the rooms were reasonably priced. The 4th floor was creepy.. lights were going off and on by themselves.,ChdDSUhNMG9nS0VJQ0FnSUQydUpmeTJnRRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,5.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipNUCNyGGWHJyZstHnnHpnrRZrM72Uc8Uc3R3BAW=w150-h150-k-no-p,hotel
This could be the worst casino buffet I've ever had. They had prime rib but it was limited to one slice at a time and The Carver would only cut it paper thin. But informed me you could come back as often as you like. Not sure it really mattered because the prime rib was so dry and tough.  The food in the trays look like it had been sitting there for days. The vegetables were frozen if not canned. Almost everything was flavorless.,ChdDSUhNMG9nS0VJQ0FnSUM2Ml9PODlBRRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,1.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipMYd0aqlCyPX7d2Wx9eXhRekmvZ5huKTYSbzJ-U=w150-h150-k-no-p,hotel
"The hotel is a beautiful historic building that is well kept, in some areas, the room we stayed in not being one of them. Looking at pictures from the other reviews it looks like some of the rooms are well maintained. Our room was not. The restaurant was definitely 4.5 stars, food was amazing, service was timely, and again one of the areas of the hotel that are very well decorated and maintained. I would love to come back and stay in a nice e room! The hotel is centrally located by all the shops and dinning.",ChdDSUhNMG9nS0VJQ0FnSURRcFktZDBRRRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,3.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipMc3GAU1dXVSCQgd_D99OdrHVvH7J0gyjA_Yr8N=w150-h150-k-no-p,hotel
I love staying at this historic hotel,ChZDSUhNMG9nS0VJQ0FnSUNxeDhiVEhREAE,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,5.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipMSanqVL4E55HTXHtu6O-QkKZ8PT2bWCkH7taC5=w150-h150-k-no-p,hotel
"I was very disappointed.  My stay lasted no more than 20 minutes.

When I arrived, the Clerk was disinterested.  I was told to park in the ""school"" parking lot.  What I was NOT told was that someone needed to be there to unlock the gate.  When I pulled up, the lot was locked.  I had to drive around the block to get back into the hotel, to inform the Clerk it was locked, for one of the bellboys to say someone needed to meet me out there to unlock the fence.  I then drove around the block again and was able to get into the parking lot.

Upon entering my hotel room, I was in disbelief.  I understand this is a historic building, but was surprised to find that to them, historic meant outdated, dingy, dirty, and simply un-maintained.

I rented a 2 bedroom suite.  The kitchen was in a room off of 1 bedroom, while the bathroom was in the other bedroom.  So, to use the restroom, you had to enter the other guest's room.  If you wanted to watch TV, you had to go into the bedroom with the kitchen.  The kitchen was outdated.  The kitchen sink did not have handles and was filthy.  The fridge didn't shut unless you slammed it.  I understand now why their website has minimal photos of their rooms.

There is no AC or central air.  The wall heaters were on when I arrived.  I turned them all off.  To cool my room, I opened the windows.  I was on the 4th floor and had no screen on my large windows.   A loose nail was just sitting on my window ledge.  I called down to the front desk and had them bring up 2 fans, which I put in my windows to attempt some form of cool air in my suite.

There were dead flies and bees on the floor, on the heating units, and in the windowsills.  A live grasshopper was on my bed.  Again.  I was on the 4th floor.

The bed in the room with the TV was broken.  When my guest sat on it, I truly thought she was going to flip off the bed as it sank so far down, so quickly.

After maybe 20 minutes total, I could no longer justify the extreme expense of my room ($630 for two nights).  When I went down to the Clerk, I asked for a manager, and she came up quickly.  I briefly explained my concerns and without hesitation, she said she would cancel my room.  While I was pleased with this resolution, it seemed odd that the immediate response was simply to remove me from the hotel rather than find a more acceptable room.  This leads me to believe this is a common occurrence.

Overall, I would give this hotel 0 stars if I could.  I've read other reviews of this hotel and am floored by those who had a pleasant stay.",ChZDSUhNMG9nS0VJQ0FnSUNJdUxQNlRnEAE,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,1.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipOWIOTiAbEp-6HCwUrBaMeYD6ISHXBIhw0FbRPb=w150-h150-k-no-p,hotel
"My husband and I thoroughly enjoyed dining at Legends!! Everything was perfect & delicious! Warm bread with whipped butter, chicken & rice soup, Caesar salad with anchovies, a huge bone-in prime rib, breaded shrimp, au gratin potatoes followed by Bananas Foster! OMG!! Being seated in front of the fireplace was truly romantic & an added bonus!! Our waitress was fantastic!! Couldn't have asked for a better dining experience!",ChZDSUhNMG9nS0VJQ0FnSUQtNTQtU093EAE,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,5.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipN0GDXpMnPurDoxAxF8Opd3kQDhP_D-26uNqYOo=w150-h150-k-no-p,hotel
Historical building with casino and restaurant downstairs. If you love old architecture this is the place to stay. Room was fairly clean but beds are hard as a rock. It is old so expect old fixtures/smells.,ChdDSUhNMG9nS0VJQ0FnSUNxeHBidHh3RRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,3.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipPh7jPVi12F4swHb17M0dOqH_EvDwTUaW0fza1l=w150-h150-k-no-p,hotel
"The wait for the buffet can be kinda long sometimes, but it's worth it! Staff are always friendly and helpful, and the gambling is some of the best in Deadwood",ChdDSUhNMG9nS0VJQ0FnSUNnX3Y2XzNnRRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,5.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipOjElQWpc9qx64JVLFTmVzopOLviHIoedvH2GY=w150-h150-k-no-p,hotel
Today we passed through Deadwood City.  Head to the sliverado Franklin Casino for a buffet.  They have crab legs.  Food tastes average.  But crab legs.  The mussels tasted salty.  Not many food choices.  The price is a little expensive.,ChdDSUhNMG9nS0VJQ0FnSUQydGNhUzB3RRAB,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,3.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipPicA36Qezs6w-1S2I_lY9yimlY8pMIO3kAwwJF=w150-h150-k-no-p,hotel
Absolutely one of the best prime rib deals ever! This monster for only $30!,ChZDSUhNMG9nS0VJQ0FnSURDMFplWVl3EAE,"https://www.google.com/maps/place/Silverado+Franklin+Historic+Hotel+%26+Gaming+Complex,+Legends+Steakhouse+%26+Silverado+Grand+Buffet/@42.1195729,-113.2883483,6z/data=!4m9!3m8!1s0x5332a6a074a974d1:0xb9438f5b159e64d!5m2!4m1!1i2!8m2!3d44.3755516!4d-103.7311272!16s%2Fg%2F11bw_7ly1h?hl=en",ChIJ0XSpdKCmMlMRTeZZsfU4lAs,Hotel,5.0,"Silverado Franklin Historic Hotel & Gaming Complex, Legends Steakhouse & Silverado Grand Buffet",https://lh5.googleusercontent.com/p/AF1QipMmJBYejPFc1ayeDxrsIb_lZPVeq7sv9Jz1svck=w150-h150-k-no-p,hotel
"My Jam on sundays. Love this place good cooks great bartenders.

Owners are roaming around having a good time with customers and employees. Great environment ands atmosphere to relax put back some scotch on the rooftop overlooking the golf course.

Oh yeah. Unlimited mimosas 10$10-4 😁
If they don't have something to drink that you want,  owners will put it on the shelf, what ever your fancy be.

Oh yeah Did I unlimited mimosas?<3

That bird in the picture wouldn't leave me alone so we became best budz. It is what it is lol.",ChdDSUhNMG9nS0VJQ0FnSURBaDdxWTdnRRAB,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,5.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipMB2ik-rENVRaqOtlMiBbVLj5AAsLPADIJtTY26=w150-h150-k-no-p,activity
Nice summer course. Nice clubhouse and bar.,ChZDSUhNMG9nS0VJQ0FnSUNRb0l2MFBnEAE,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,4.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipMG9UKSMx-6NiPDq4Kn-9tBojNR9HygA0u6n3gk=w150-h150-k-no-p,activity
"AWESOME PEOPLE, AWESOME RV PARK, AND GREAR GOLF COURSE!",ChZDSUhNMG9nS0VJQ0FnSUNlODRtRkl3EAE,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,5.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipMV-uH5WhwpVaZgFWCbUEQ5rYwBxsGsXhEqmhg=w150-h150-k-no-p,activity
"Golf has always seemed like a boring sport to me, while ironically golf courses have always been a fascinating place for me. I flew over this golf course a few time a couple of days ago and took some nice pictures that I thought I should add them to Google maps and let everyone see the place from the sky.",ChZDSUhNMG9nS0VJQ0FnSURZaDVYMlJREAE,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,5.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipM4VxnwDLRIyTg9jZ1Vc_boeDJt0saCVO23n_y8=w150-h150-k-no-p,activity
Looks like a well maintained​ golf course. It has a nice clubhouse and OK RV park for peaple traveling. I'm not a golfer but I stayed at the RV park.  I saw how well they kept up the golf course.  I stayed in the RV park for two months.  They did not seem good at managing the RV park and at times the management didn't know who was even there.  At times they didn't even dump the trash cans. They sometimes went days without doing this and only dumped them oafter they started overflowing. The golf course was well kept but there was lots of weeds around the RV spaces.  Electrical is included but daily space rates seem high for what they have to offer. This was NOT a dog friendly RV park. They have very poor WiFi service.  They had no laundry facilities.,ChdDSUhNMG9nS0VJQ0FnSUNBbnNMd29BRRAB,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,3.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipMdCT2iU-tPfGVeA1Ym8Y5-9yfGdfZkPZZPjHNP=w150-h150-k-no-p,activity
"The food here is absolutely fantastic! The service is just as great. Great place for breakfast, lunch, dinner or just drinks! They do a fabulous job all around.",ChdDSUhNMG9nS0VJQ0FnSURVazdxR3p3RRAB,"https://www.google.com/maps/place/Riverside+Golf+Club+%26+Bistro+(Including+The+Rooftop+Bar)/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x5493e0255dc5e9d7:0xb2c62e38e1f6e65f!8m2!3d46.6744239!4d-122.9895987!16s%2Fg%2F1tdrx0cz?hl=en",ChIJ1-nFXSXgk1QRX-b24TguxrI,Golf course,5.0,Riverside Golf Club & Bistro (Including The Rooftop Bar),https://lh5.googleusercontent.com/p/AF1QipPSaE6bJ_wY3z6A-86c-yWrpBH4QF3bcPx0yVbh=w150-h150-k-no-p,activity
