stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length
,,,"$10 for an hour if unlimited arcade play, including pinball, racers, fighters, and more. An awesome way to let the kids have fun on their own while you have some fun too!",Round 1,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQyNGI2SnFnRRAB,Amusement center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ-9sjCNIKIocRl6FxNDni4UQ,
,,,"A lot of different videos games. Even games you can dance to and get a workout . The staff are friendly and helpful . Bowling,.crane machines, zombie games  and much more. You can play by yourself or with friends. You can earn prizes from points or tickets you get from the games . Definitely stop in here for some fun .",Round 1,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQwOE1iNE93EAE,Amusement center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ-9sjCNIKIocRl6FxNDni4UQ,
,,,KickAss spot best in town,Round 1,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURVNzVMR29RRRAB,Amusement center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ-9sjCNIKIocRl6FxNDni4UQ,
,,,"When I crave nachos, this is exactly what I'm looking for! Toppings on every crisp chip and the 1/2 order was perfect! The fajita chicken itself was full of flavor! This spot in Tuttle did not disappoint! In smaller towns I usually settle for something. This was not that place and in fact may be a planned destination again in the future.",Trevino's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ2emVUUmRREAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ07MrWWRzsocRLsJKlEA9SVM,
,,,"Excellent service from this family owned and operated restaurant.
Food was great and I had plenty burrito left to take home. I'll be back",Trevino's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNCLV9fZlJ3EAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ07MrWWRzsocRLsJKlEA9SVM,
,,,"Tasty food, drinks. We were a table of 10.The service was fantastic. They forgot about alcoholic drink be immediately after that I told them they rushed to give you my drink which is well appreciated. They make fantastic grilled pineapple margarita.",Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURxMU42S3FRRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,"Oh my goodness! The kids wanted steak, so I consented. I have never been to a Saltgrass. It was absolutely delicious and out service was second to none. In fact, we tipped extra. It's so hard to find a place that has tender and moist medium well meat preparation. 🍖 They nailed it! We will be back.",Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNtOHZtck53EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,The best place for steaks in San Antonio,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM4MHFQU053EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,Great atmosphere and service,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNCblpyLXZBRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,I love their seafood fondue,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURvNkpQc29BRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,Never had a country fried steak that was freshly fried and battered like this before!!!,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN1d2RyaXNRRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,We went today and it was really bad we ordered the red fish and it was tooo spicy i felt like the spices fallen on the plate and it not says on the menu i cant even eat it I ate just two pite and my husband ordered the 12 steak medium well but it was hard and we paid 68 dollars for nothing!!,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURDaWJ2MkF3EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,Very consistent and the food has a great flavor. It's moderately priced but the steak is much better than the Roadhouse. Definitely recommend.,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNnOE9yelB3EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,"Pat's Ribeye is always my choice and never disappoints! Tried the green beans instead of potato and they were DeLiCiOuS! It's been a few years since I've been and the ranch dressing isn't what It used to be, but those steaks are bomb!",Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ2cUlTUi1BRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,I just forgot to take pictures of our main course but was delicious mine was he prime rib and my husband was sirloin stake. Both really delicious. The place was full but very very fast with ours order.,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNNNTdQRDJRRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,T-bone steak cooked to perfection. Nice staff and atmosphere.,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQtNnZTVmFnEAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,"Great place, and service",Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNTeU9yUjhnRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,
,,,"I ordered flautas thinking they're fresh made, nope frozen taquitos is what they served me. The salsa if really good though!",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMyckpXeWF3EAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"Have been here multiple times with average experiences, this last time, however, sealed the deal for me. Ordered a lunch special and got 1, ONE! tamale (or enchilada, whatever). One? Really? We ordered take out so I called back & was told, 'yep, you get one!' But that's not what the menu said; silly me.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURReHRLcE53EAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"The margaritas are amazing, the food is good but definitely nothing special.",Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURjM1BPZ3BBRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"We stopped in while riding through town on our motorcycle. It was busy so we thought it must be good. It was ok. We ordered flautas. They tasted like something you would get from Walmart. Just ok. We ordered a top shelf margarita. It tasted like a normal margarita, not top shelf tequila.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURLLXVLSGFREAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"My partner and I stopped here on our way home from Tulsa. It's cute inside and the staff we saw was cordial and attentive.

The salsa is mild and not very flavorful. It tastes mostly like tomatoes, but not terrible. We ordered regular queso. It was okay. Your standard runny white queso that's bland.

My partner and I split their story fajita plate to which I don't recall the name. It has chicken, steak, carnitas, shrimp and chorizo. The presentation was beautiful and the flavor was good. Nicely seasoned and all the meats were juicy and tender. There was a good ratio of meat to veggies. Overall, it was delicious and I'd choose this item again.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURlNU5mN0xnEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"Great food, great price,  great lunch and fantastic  service  .!",Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURrenM2d21BRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,Good food and the server was  very informative.,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNvZ0lDR3lnRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,Great food and people!,Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURZbE82U01REAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,Excellent food& pretty fast service for Sunday night,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNZd3VQdndRRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,This place is amazing! Stopped by on my travels from Tulsa to Stillwater my waitress kept my glass full and brought me a Togo cup before I even asked! You just don’t get that great of service anymore. Totally blew me away how awesome she was at her job!! Oh and the food was extremely delicious! I travel all over us and this restaurant is near the top of my list for Mexican food!!,Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURxNmFib0JBEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,We had a great experience here! The service was fast and friendly. The food was great and the portion sizes were right. We will be back again.,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNHODducTNBRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"I decided to go back after the rebranding. I’m so glad I did! I had the deluxe queso and verde salsa! As well as a beef quesadilla no sides. The salsa was so hot! Nothing like their red salsa they bring to the table. I was so impressed because I previously thought their food was fairly bland. If you’ve not been here lately, go back and check them out!",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtN3VpT1hnEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,
,,,"Husband grew up going here, hasn't been in 30 years and has lately been craving their salad dressing. Back when he went, Frank's was in the building across the street but he said the House Italian dressing is exactly how he remembered it. I loved it also, had just the right amount of spice to it. I got the chicken Parmigiano, he got the spaghetti and meatballs. Both were absolutely fantastic, sauce was a bit sweeter than I'm used to but I loved it. On top of the food being great our server was amazing too, I can't remember his name but he was very friendly, attentive, gave recommendations and just took great care of us. Thank you for a great date night, we definitely will be trying the breakfast if we're ever in the area on a weekend morning.",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPLXAycm5BRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,"This place was amazing! The food was phenomenal! I will definitely be back next time I am in Kansas City. Also it's a good idea to call ahead of time to see if there is a table available or make a reservation. It's a tiny little restaurant, and it fills up fast. They do also do to-go orders I noticed while we were there. I also have to add, their Dr Pepper was fantastic. 😁",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQtcl9Xam1RRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,"Had no idea this place existed 30 min from me. Delicious food. Had the fettuccini Sicilian and it was soooo flavorful, as were the mozzarella sticks. My friend had the meatball pasta and she loved it.",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM0czdlRElREAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,"Great food, and really good service!  Definitely coming back!",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNoM2NqeWZBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Nice little cozy Italian restaurant! Very friendly staff and great food!,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURRdTh6UEJnEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Great location in the heart of the world's most famous beach. Close to all food and entertainment you could possibly want.,Hilton Daytona Beach Oceanfront Resort,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNRbHRYd25RRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Amazing Risotto!  I have come to expect Italian Food to be pedestrian like Olive Garden. What I found was a local place that completely blew me away. Comparing Frank's to Olive Garden is like comparing a Five Guys hamburger to a Big Mac. There simply is no comparison: this food is awesome!,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN3cTgtSXZnRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,"Service was horrible. Salad was pitiful, bread was stale and hard, better toasted ravioli from Aldi n the Carbonara was tomatos and spaghetti with dry chicken. Gross",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURXazhqTkx3EAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Great selection of popular Italian dishes.  Great area too.,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNNcGN5NXdBRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,We found Franks and had a lovely experience. The atmosphere is quaint and authentic. The sangria was delicious. The meatballs were of a soft texture and appealed not only to the adult fare but also the teenager. The salad dressing was amazing! Both entries were great. The dessert was divine. Let’s talk service - Grace was phenomenal and prompt. Highly encouraged to find this hidden gem.,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURPbXAzRm13RRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Heard a lot about this pace and decided to give it a try. The zucchini was quite good. The bread was delicious. The salads were the best part of the meal. I had the lasagne rolls. I wasn’t a fan of the stuffing inside or the sugo. My husband said the meatballs tasted good but the texture wasn’t right.   Service was not great. My husband got drink refills; I didn’t. The place is extremely small. Parking on the street.   Also the server never asked if we had any issues with the food.,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMwNUktRkVBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Only got a photo of my daughter's plate. It was a late lunch for us so I just ordered the two meatballs appetizer. The only meatballs I can compare them to is the ones I've had in Italy. These were by far the most authentic I've tasted in the U.S. Very quaint little joint with attentive servers and amazing food.,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQyanYzQUNBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,"I tried some lunch for the first time here the other day, and had to come back today for brunch. For lunch, the spicy diavolo sauce was lovely! The bread and salad are also very good. The tiramisu was amazing. For brunch, I had a mimosa, French toast, potatoes, and bacon. I normally like my bacon very crispy but the soft, melty texture and rich flavor was perfect. The peppers and Parmesan in the potatoes were very yummy! Excellent wine, food, and service with cozy ambience. Definitely recommend.",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQybnBxdlpREAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,I stopped in for lunch a little bit of a late lunch. I found the lunch menu  And was surprised to see it was so reasonable. I decided on a grilled chicken Caesar salad for $6.99 what a bargain! The lettuce was fresh and ice cold just the way I like it! The chicken was hot and fresh and delicious it was one of the best Caesar salads I have ever eaten for really good price. I would recommend this place to anyone.,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURnd3AyNWl3RRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,
,,,Great restaurant and bars,Hotel Bel-Air,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURBN196YWlnRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,"Exceptional service with an incredibly serene environment. Cocktails and food were excellent as well. Rooms are a bit dated but still very charming and somehow the whole thing just works.

A must-stay when visiting LA. I’ll be back soon :)",Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQtelBXd2NBEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Greatly enjoyed my stay here while we showed off the Batmobile Tumbler,Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNJMTZuY0hBEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Beautiful grounds and great food. The Palm room is a great spot for an intimate family gathering for up to 46 people.,Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURBbGNhX0dnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,"Yes feel better for this location and staffs are friendly especially food and beverage service associate, captain, executive, every body,and then hotel regional director also take of very well 😊🤔🤔🇮🇳🇮🇳🇮🇳he is nice name is Edward Maddy .. finely I m saying it's good Worth's for money",Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMweU5uV1BnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Its not adorned with fancy hotel accutramon.. but its classic! Oozing with nostalgia. Will definately be back!,Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNvbi1YeFRnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Definitely not up to dorchester standards. The hotel is nice. I got really disappointed because we booked a suite for 10 days then left and booked the same suite when I came back for another few days. The first suite was extremely tiny it would even be considered small for a room. On the other hand when I came back and booked the same variety they gave me what was supposed to be a suite. Which is triple the size of the first one. The first one was also very far from the lobby a good 10 minute walk on the other hand the second suite we got was very close to the lobby. Extremely disappointing for a dorchester hotel,Hotel Bel-Air,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURXaV9mQ2lnRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Love the food. Electro light is a really great drink. Equipments looks a little old.,Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURRdmV1MUZ3EAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,"I love the vibe there, the combination of pink and green everywhere paired with a rustic materials for the flooring, just feels perfect.
Totally recommend having brunch in their restaurant.",Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURBbDlEREVBEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,"Had an absolutely wonderful stay here. Though it was too brief, had a great night sleep and two of the best meals I’ve had at any hotel, anywhere in the world.
The room was clean and quiet. The outdoor fireplace and hot tub/pool was very relaxing at the end of a couple long days.
Every single staff member was helpful and courteous. Hope to make it back someday and looking forward to checking out their other properties on my travels.",Hotel Bel-Air,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNJdHRTV2VnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
,,,Love this hotel. So cute!,Hotel Bel-Air,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURZMjlIM213RRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ4XfXK_G8woARbUYxTMpyDo8,
