stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3
,,,"Oh my goodness! The kids wanted steak, so I consented. I have never been to a Saltgrass. It was absolutely delicious and out service was second to none. In fact, we tipped extra. It's so hard to find a place that has tender and moist medium well meat preparation. 🍖 They nailed it! We will be back.",Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNtOHZtck53EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Very well done, great food and excellent service. ",A Google Maps review about a Steak house. ###
,,,The best place for steaks in San Antonio,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM4MHFQU053EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," I was visiting Fulshear for the first time and had read good reviews about this place.  I was not disappointed. Fresh, hot and tasty meal with a  great view of the lake while I enjoyed a very relaxing atmosphere. I will definitely go back on my next visit. ",A Google Maps review about a Steak house. ###
,,,Great atmosphere and service,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNCblpyLXZBRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###, Nice service and fast food. Food was good and warm. None of my fried were cold when I picked up. ,A Google Maps review about a Steak house. ###
,,,I love their seafood fondue,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURvNkpQc29BRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Meat and potatoes.  Drinks and fire.  Salad bar that’s not trash.
Steak and potato.  Ribeye and baked potato.  Deviled eggs.  Tea.  And some cake at the end. ",A Google Maps review about a Steak house. ###
,,,Never had a country fried steak that was freshly fried and battered like this before!!!,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN1d2RyaXNRRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Very good food and restaurant, with excelent servise and very good wine. And the the price is not that expensive :-) ",A Google Maps review about a Steak house. ###
,,,We went today and it was really bad we ordered the red fish and it was tooo spicy i felt like the spices fallen on the plate and it not says on the menu i cant even eat it I ate just two pite and my husband ordered the 12 steak medium well but it was hard and we paid 68 dollars for nothing!!,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURDaWJ2MkF3EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Great experience. Food is delicious, service is outstanding and prices are reasonable. A nice place for a relaxed delicious dinner out. ",A Google Maps review about a Steak house. ###
,,,Very consistent and the food has a great flavor. It's moderately priced but the steak is much better than the Roadhouse. Definitely recommend.,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNnOE9yelB3EAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Came in for a quick bite to eat and cup of coffee.
During my visit a very large party was also dining.  The staff handled the situation very well.
Great job! Keep up the good work ",A Google Maps review about a Steak house. ###
,,,"Pat's Ribeye is always my choice and never disappoints! Tried the green beans instead of potato and they were DeLiCiOuS! It's been a few years since I've been and the ranch dressing isn't what It used to be, but those steaks are bomb!",Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ2cUlTUi1BRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," It's been 5 years or more since I've eaten here but it's as good as I remember. I enjoyed the Star Route, a huge steak cooked medium and with all the fixings. My wife enjoyed the salmon, cooked perfectly and with a great sauce. Our daughter had the chicken tenders which she liked very much and our son surprised us by ordering s prime rib Oscar style, it was very thick and he only ate a little of it, perhaps his second choice would have been a better selection. ",A Google Maps review about a Steak house. ###
,,,I just forgot to take pictures of our main course but was delicious mine was he prime rib and my husband was sirloin stake. Both really delicious. The place was full but very very fast with ours order.,Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNNNTdQRDJRRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," Nice food but the service was sloooooowwwwwwww.
Grilled vegetables were excellent. ",A Google Maps review about a Steak house. ###
,,,T-bone steak cooked to perfection. Nice staff and atmosphere.,Saltgrass Steak House,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQtNnZTVmFnEAE,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###," We stopped in for lunch and left very happy campers. The  steak was perfectly cooked and tasty.  The potato and house salad were very good.  Our waitress was great,  answered all of our questions and brought us samples of the sauces.  Very relaxing environment and we will be back.  P.S. try the Alabama white BBQ sauce...superb. ",A Google Maps review about a Steak house. ###
,,,"Great place, and service",Saltgrass Steak House,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNTeU9yUjhnRRAB,Steak house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2XKglSVnXIYRMXUMBScoSCc,,A Google Maps review about a Steak house. ###, Great food and service! ,A Google Maps review about a Steak house. ###
,,,"I ordered flautas thinking they're fresh made, nope frozen taquitos is what they served me. The salsa if really good though!",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMyckpXeWF3EAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Love their enchilada plates ,A Google Maps review about a Mexican restaurant. ###
,,,"Have been here multiple times with average experiences, this last time, however, sealed the deal for me. Ordered a lunch special and got 1, ONE! tamale (or enchilada, whatever). One? Really? We ordered take out so I called back & was told, 'yep, you get one!' But that's not what the menu said; silly me.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURReHRLcE53EAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###," It's a shame because I'm a big fan of Hometown's breakfast.  I visited this location twice again since the first visit and nothing has changed. Friendly staff, quick service but the food is clearly not fresh. I'd recommend sticking to breakfast because they are great. Not sure what is going on but lunch/dinner is not fresh and just sitting in the steam table. If you visit and make lunch don't get the tacos because they aren't properly heated...usually the filling will be cold. ",A Google Maps review about a Mexican restaurant. ###
,,,"The margaritas are amazing, the food is good but definitely nothing special.",Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURjM1BPZ3BBRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###," Hubby and I absolutely love this place. Always good. I get the fajita combo with tacos and tortillas. Depending on who is on the grill then that determines how long you will have to wait. It always pays off. They had a new addition to the menu, Fajita Nachos! Definitely recommend! ",A Google Maps review about a Mexican restaurant. ###
,,,"We stopped in while riding through town on our motorcycle. It was busy so we thought it must be good. It was ok. We ordered flautas. They tasted like something you would get from Walmart. Just ok. We ordered a top shelf margarita. It tasted like a normal margarita, not top shelf tequila.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURLLXVLSGFREAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Love this place the food is always so good and the service is always amazing🙂 ,A Google Maps review about a Mexican restaurant. ###
,,,"My partner and I stopped here on our way home from Tulsa. It's cute inside and the staff we saw was cordial and attentive.

The salsa is mild and not very flavorful. It tastes mostly like tomatoes, but not terrible. We ordered regular queso. It was okay. Your standard runny white queso that's bland.

My partner and I split their story fajita plate to which I don't recall the name. It has chicken, steak, carnitas, shrimp and chorizo. The presentation was beautiful and the flavor was good. Nicely seasoned and all the meats were juicy and tender. There was a good ratio of meat to veggies. Overall, it was delicious and I'd choose this item again.",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURlNU5mN0xnEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Best Mexican food in KC ,A Google Maps review about a Mexican restaurant. ###
,,,"Great food, great price,  great lunch and fantastic  service  .!",Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURrenM2d21BRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Excellent service and food. Will be back! ,A Google Maps review about a Mexican restaurant. ###
,,,Good food and the server was  very informative.,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNvZ0lDR3lnRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, The food is tasty and the service is great. Add this to the list of Kansas City joints that have outstanding veggie options. ,A Google Maps review about a Mexican restaurant. ###
,,,Great food and people!,Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURZbE82U01REAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, One of my favorite places as child and an adult. I love this place! ,A Google Maps review about a Mexican restaurant. ###
,,,Excellent food& pretty fast service for Sunday night,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNZd3VQdndRRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###," Buffet was amazing.  Salad, pico de gallo, tamales, fried ice cream and TLC cake. What more could you want? I even got to eat tacos without worry of getting sick. So proud of myself.  My normal gag reflex was quelled. ",A Google Maps review about a Mexican restaurant. ###
,,,This place is amazing! Stopped by on my travels from Tulsa to Stillwater my waitress kept my glass full and brought me a Togo cup before I even asked! You just don’t get that great of service anymore. Totally blew me away how awesome she was at her job!! Oh and the food was extremely delicious! I travel all over us and this restaurant is near the top of my list for Mexican food!!,Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURxNmFib0JBEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Super friendly place! Hot sauces available tableside. I had an allergy to one of the fillers and the manager came by to ensure I was doing ok and making substitutions for me. Great service and great food!! ,A Google Maps review about a Mexican restaurant. ###
,,,We had a great experience here! The service was fast and friendly. The food was great and the portion sizes were right. We will be back again.,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNHODducTNBRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Great food and great service!❣️ ,A Google Maps review about a Mexican restaurant. ###
,,,"I decided to go back after the rebranding. I’m so glad I did! I had the deluxe queso and verde salsa! As well as a beef quesadilla no sides. The salsa was so hot! Nothing like their red salsa they bring to the table. I was so impressed because I previously thought their food was fairly bland. If you’ve not been here lately, go back and check them out!",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtN3VpT1hnEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###," Buffet was all you can eat, good variety of dishes and desert, typically Mexican style buffet items with a salad bar, with drinks included it was $21. It included an adult and a child as well. I wasn't expecting the place to be anything special but the food was actually pretty good, the dishes were hot and the variety was great. Would definitely come back again, the coupons on groupon bring the cost down to under $18 per person which is pretty good considering it included drinks and a child too. ",A Google Maps review about a Mexican restaurant. ###
,,,"Husband grew up going here, hasn't been in 30 years and has lately been craving their salad dressing. Back when he went, Frank's was in the building across the street but he said the House Italian dressing is exactly how he remembered it. I loved it also, had just the right amount of spice to it. I got the chicken Parmigiano, he got the spaghetti and meatballs. Both were absolutely fantastic, sauce was a bit sweeter than I'm used to but I loved it. On top of the food being great our server was amazing too, I can't remember his name but he was very friendly, attentive, gave recommendations and just took great care of us. Thank you for a great date night, we definitely will be trying the breakfast if we're ever in the area on a weekend morning.",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPLXAycm5BRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, Disaster dinner! Everything was wrong. It’s got to be hard to mess up a dry pasta with a drizzle of olive oil and parm! Marocchino with no chocolate? Food substitutions made after order was taken that we didn’t know about til dinner delivered. No longer any salmon or scallops on the board for the salmon dish we found accidentally. ,A Google Maps review about a Italian restaurant. ###
,,,"This place was amazing! The food was phenomenal! I will definitely be back next time I am in Kansas City. Also it's a good idea to call ahead of time to see if there is a table available or make a reservation. It's a tiny little restaurant, and it fills up fast. They do also do to-go orders I noticed while we were there. I also have to add, their Dr Pepper was fantastic. 😁",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQtcl9Xam1RRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, The ravioli perfectly dressed in a creamy pink sauce is a must! ,A Google Maps review about a Italian restaurant. ###
,,,"Had no idea this place existed 30 min from me. Delicious food. Had the fettuccini Sicilian and it was soooo flavorful, as were the mozzarella sticks. My friend had the meatball pasta and she loved it.",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM0czdlRElREAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," My family and I love this restaurant! Steak, salmon, pasta and capitano salads…YUM ",A Google Maps review about a Italian restaurant. ###
,,,"Great food, and really good service!  Definitely coming back!",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNoM2NqeWZBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," Buffet was really great! Worth the price, and the wait (it’s tends to get busy).

Lots of meat options, and all the veggies, salad, potatoes, pasta, appetizers you could want. ",A Google Maps review about a Italian restaurant. ###
