stars,likesCount,reviewerNumberOfReviews,isLocalGuide
5.0,0.0,2.0,True
3.0,3.0,343.0,True
3.0,3.0,419.0,True
5.0,0.0,439.0,True
1.0,3.0,373.0,True
3.0,0.0,1050.0,False
5.0,0.0,175.0,True
4.0,0.0,212.0,True
5.0,0.0,207.0,False
5.0,0.0,30.0,True
5.0,0.0,69.0,True
4.0,3.0,817.0,False
4.0,0.0,216.0,False
5.0,2.0,7.0,True
4.0,0.0,7.0,True
4.0,0.0,37.0,False
3.0,1.0,25.0,True
1.0,0.0,24.0,True
1.0,0.0,135.0,True
5.0,0.0,297.0,True
5.0,0.0,3.0,False
5.0,0.0,7.0,False
5.0,0.0,315.0,True
5.0,3.0,227.0,True
4.0,0.0,373.0,False
5.0,0.0,8.0,True
4.0,1.0,7.0,True
4.0,0.0,35.0,False
5.0,0.0,245.0,True
5.0,0.0,337.0,True
5.0,0.0,556.0,True
4.0,2.0,7.0,True
5.0,3.0,593.0,True
4.0,3.0,359.0,True
5.0,0.0,7.0,True
2.0,0.0,17.0,False
1.0,8.0,296.0,True
5.0,3.0,250.0,True
5.0,0.0,111.0,False
5.0,3.0,82.0,False
4.0,0.0,7.0,False
5.0,0.0,285.0,True
4.0,3.0,92.0,True
5.0,0.0,167.0,True
3.0,4.0,346.0,True
5.0,0.0,40.0,True
5.0,0.0,172.0,False
5.0,0.0,67.0,True
5.0,0.0,75.0,True
1.0,0.0,134.0,False
5.0,0.0,132.0,True
4.0,0.0,112.0,True
5.0,3.0,25.0,False
5.0,0.0,7.0,True
5.0,0.0,643.0,True
5.0,0.0,229.0,False
5.0,0.0,914.0,True
4.0,0.0,7.0,True
5.0,0.0,5.0,True
5.0,0.0,6.0,False
5.0,0.0,361.0,False
4.0,0.0,35.0,True
2.0,0.0,67.0,True
5.0,3.0,205.0,True
3.0,3.0,439.0,True
5.0,0.0,160.0,True
1.0,1.0,405.0,True
5.0,0.0,171.0,False
4.0,1.0,7.0,True
5.0,0.0,7.0,True
4.0,0.0,4.0,True
5.0,0.0,9.0,True
5.0,0.0,888.0,False
4.0,0.0,401.0,True
4.0,4.0,28.0,True
5.0,0.0,9.0,True
3.0,0.0,115.0,False
3.0,3.0,136.0,True
1.0,0.0,114.0,False
5.0,1.0,69.0,True
5.0,0.0,260.0,True
5.0,0.0,100.0,True
2.0,0.0,439.0,True
5.0,0.0,116.0,False
3.0,0.0,75.0,True
5.0,0.0,1337.0,True
5.0,3.0,564.0,True
5.0,4.0,50.0,True
5.0,3.0,211.0,True
3.0,1.0,1206.0,True
5.0,0.0,436.0,True
4.0,0.0,314.0,True
5.0,0.0,359.0,False
4.0,0.0,8.0,True
5.0,4.0,1138.0,True
5.0,15.0,347.0,True
5.0,27.0,180.0,True
5.0,0.0,501.0,False
4.0,1.0,129.0,True
3.0,3.0,189.0,True
4.0,0.0,359.0,False
5.0,3.0,169.0,True
5.0,0.0,25.0,True
4.0,4.0,436.0,True
3.0,0.0,136.0,True
5.0,0.0,466.0,True
4.0,0.0,48.0,True
1.0,3.0,255.0,True
5.0,0.0,7.0,True
5.0,0.0,153.0,True
1.0,0.0,346.0,False
5.0,0.0,67.0,True
5.0,0.0,270.0,True
5.0,0.0,8.0,True
5.0,0.0,28.0,True
4.0,0.0,494.0,True
3.0,0.0,67.0,True
3.0,0.0,231.0,False
5.0,0.0,167.0,False
5.0,0.0,348.0,True
1.0,0.0,6.0,False
5.0,0.0,311.0,True
3.0,0.0,95.0,False
5.0,3.0,133.0,True
4.0,1.0,702.0,True
2.0,3.0,196.0,True
5.0,0.0,16.0,False
4.0,0.0,258.0,True
5.0,3.0,3.0,True
1.0,1.0,178.0,True
5.0,0.0,7.0,True
1.0,0.0,18.0,False
1.0,3.0,596.0,False
4.0,0.0,501.0,False
5.0,0.0,353.0,True
4.0,0.0,167.0,False
4.0,1.0,120.0,True
4.0,2.0,81.0,True
5.0,0.0,99.0,True
5.0,0.0,721.0,True
5.0,0.0,7.0,True
2.0,0.0,270.0,False
5.0,0.0,214.0,True
4.0,3.0,170.0,True
5.0,3.0,300.0,True
5.0,1.0,81.0,False
4.0,0.0,15.0,False
5.0,0.0,1.0,False
3.0,17.0,243.0,False
5.0,0.0,67.0,True
5.0,0.0,66.0,True
3.0,0.0,204.0,False
2.0,1.0,282.0,False
4.0,0.0,134.0,False
4.0,0.0,88.0,False
3.0,3.0,348.0,False
5.0,0.0,636.0,True
5.0,0.0,7.0,True
1.0,0.0,30.0,False
4.0,0.0,18.0,False
4.0,0.0,4.0,True
2.0,0.0,67.0,True
4.0,0.0,7.0,True
3.0,0.0,225.0,False
5.0,0.0,7.0,True
5.0,3.0,191.0,True
4.0,3.0,159.0,False
4.0,0.0,35.0,True
1.0,0.0,3.0,True
2.0,0.0,372.0,False
4.0,2.0,2.0,True
1.0,3.0,107.0,False
5.0,0.0,7.0,True
4.0,0.0,45.0,False
5.0,0.0,94.0,True
5.0,0.0,3.0,False
3.0,0.0,50.0,False
4.0,2.0,7.0,True
5.0,0.0,44.0,False
5.0,0.0,109.0,True
5.0,0.0,25.0,True
5.0,0.0,1170.0,False
5.0,2.0,35.0,True
5.0,2.0,7.0,True
5.0,0.0,379.0,False
5.0,0.0,19.0,True
5.0,1.0,18.0,False
3.0,0.0,2.0,True
5.0,0.0,204.0,True
4.0,0.0,7.0,True
5.0,0.0,155.0,True
3.0,0.0,58.0,True
4.0,0.0,36.0,True
5.0,2.0,390.0,True
3.0,0.0,3.0,True
4.0,0.0,65.0,True
5.0,3.0,79.0,False
5.0,3.0,112.0,True
5.0,2.0,366.0,True
5.0,0.0,252.0,True
5.0,0.0,608.0,True
4.0,0.0,168.0,True
1.0,4.0,4.0,True
4.0,3.0,84.0,True
5.0,2.0,68.0,False
4.0,3.0,128.0,True
4.0,1.0,204.0,False
5.0,2.0,132.0,True
5.0,0.0,511.0,True
3.0,0.0,12.0,False
5.0,5.0,15.0,False
5.0,1.0,104.0,False
1.0,4.0,151.0,True
5.0,0.0,3.0,True
4.0,7.0,434.0,False
2.0,3.0,199.0,True
5.0,3.0,199.0,True
5.0,0.0,458.0,True
5.0,0.0,7.0,True
3.0,3.0,135.0,True
5.0,0.0,291.0,False
3.0,3.0,27.0,True
1.0,0.0,2.0,True
1.0,0.0,150.0,False
4.0,0.0,7.0,True
1.0,0.0,228.0,True
5.0,0.0,37.0,True
5.0,1.0,278.0,True
5.0,0.0,197.0,True
1.0,0.0,66.0,True
4.0,0.0,40.0,True
5.0,0.0,156.0,True
5.0,0.0,441.0,True
5.0,1.0,7.0,True
3.0,5.0,30.0,False
5.0,5.0,189.0,True
5.0,2.0,6.0,True
4.0,0.0,143.0,False
3.0,0.0,35.0,True
5.0,0.0,25.0,True
4.0,0.0,123.0,True
5.0,2.0,7.0,True
5.0,0.0,64.0,True
3.0,1.0,312.0,True
5.0,0.0,328.0,True
4.0,0.0,7.0,True
4.0,0.0,529.0,False
4.0,3.0,163.0,True
2.0,0.0,226.0,True
1.0,0.0,115.0,False
4.0,3.0,367.0,True
4.0,3.0,55.0,False
5.0,3.0,348.0,False
5.0,0.0,69.0,False
1.0,3.0,50.0,True
4.0,0.0,149.0,True
3.0,3.0,300.0,True
3.0,0.0,1193.0,False
5.0,0.0,7.0,True
3.0,3.0,273.0,True
2.0,0.0,611.0,False
4.0,0.0,33.0,True
5.0,0.0,230.0,True
2.0,0.0,133.0,False
3.0,0.0,67.0,True
2.0,0.0,912.0,False
5.0,3.0,222.0,True
5.0,0.0,110.0,False
5.0,0.0,209.0,True
5.0,0.0,40.0,True
5.0,0.0,1069.0,True
4.0,0.0,1.0,False
4.0,2.0,7.0,True
2.0,0.0,6.0,True
5.0,0.0,24.0,True
3.0,1.0,183.0,True
5.0,0.0,342.0,True
5.0,2.0,410.0,True
4.0,1.0,7.0,True
1.0,0.0,294.0,False
4.0,0.0,274.0,True
5.0,0.0,793.0,False
5.0,0.0,13.0,False
5.0,0.0,15.0,False
5.0,0.0,466.0,True
4.0,0.0,7.0,True
5.0,0.0,2.0,True
5.0,3.0,240.0,True
4.0,5.0,139.0,True
4.0,0.0,642.0,True
1.0,0.0,442.0,True
5.0,1.0,7.0,True
5.0,0.0,77.0,False
4.0,0.0,209.0,True
5.0,4.0,612.0,True
4.0,3.0,230.0,True
4.0,3.0,66.0,True
4.0,3.0,532.0,False
5.0,2.0,174.0,False
5.0,8.0,54.0,False
4.0,0.0,29.0,True
5.0,0.0,246.0,False
5.0,0.0,79.0,True
5.0,3.0,106.0,False
1.0,0.0,505.0,True
1.0,0.0,119.0,False
2.0,0.0,596.0,True
5.0,0.0,7.0,True
3.0,3.0,185.0,True
5.0,0.0,5.0,True
4.0,0.0,242.0,False
5.0,0.0,9.0,False
3.0,0.0,67.0,True
5.0,4.0,529.0,False
4.0,0.0,242.0,False
5.0,0.0,11.0,False
5.0,3.0,35.0,True
5.0,0.0,7.0,True
5.0,0.0,35.0,False
5.0,3.0,300.0,True
5.0,4.0,28.0,True
5.0,0.0,165.0,False
5.0,0.0,251.0,True
3.0,0.0,178.0,True
5.0,1.0,1337.0,True
3.0,0.0,250.0,True
5.0,0.0,364.0,True
5.0,1.0,193.0,False
4.0,0.0,232.0,True
5.0,0.0,439.0,True
4.0,0.0,161.0,True
3.0,1.0,608.0,False
3.0,4.0,473.0,False
1.0,3.0,238.0,False
4.0,0.0,67.0,True
5.0,3.0,240.0,True
5.0,3.0,375.0,True
5.0,3.0,23.0,False
5.0,0.0,120.0,True
4.0,0.0,243.0,True
3.0,6.0,194.0,False
5.0,0.0,66.0,True
4.0,0.0,1.0,True
5.0,1.0,7.0,True
5.0,0.0,128.0,True
4.0,0.0,7.0,True
4.0,0.0,11.0,True
4.0,3.0,590.0,False
5.0,0.0,170.0,False
5.0,0.0,5.0,False
4.0,2.0,7.0,True
5.0,0.0,43.0,False
2.0,0.0,7.0,True
4.0,4.0,189.0,True
4.0,0.0,40.0,True
5.0,0.0,4.0,True
5.0,0.0,30.0,False
5.0,0.0,5.0,True
2.0,3.0,483.0,False
3.0,2.0,871.0,True
5.0,3.0,58.0,True
1.0,0.0,28.0,True
5.0,0.0,137.0,True
5.0,0.0,81.0,True
5.0,0.0,306.0,False
5.0,4.0,7.0,True
5.0,0.0,184.0,True
4.0,0.0,372.0,True
3.0,0.0,225.0,True
5.0,0.0,7.0,True
4.0,2.0,205.0,True
4.0,0.0,407.0,False
5.0,0.0,21.0,True
4.0,0.0,158.0,False
5.0,2.0,1.0,True
4.0,1.0,7.0,True
1.0,3.0,192.0,True
1.0,2.0,47.0,False
5.0,0.0,7.0,True
4.0,0.0,7.0,True
5.0,0.0,131.0,True
4.0,2.0,35.0,True
5.0,0.0,159.0,False
5.0,4.0,94.0,False
4.0,0.0,217.0,True
5.0,0.0,73.0,False
4.0,3.0,149.0,True
5.0,0.0,165.0,False
5.0,3.0,4.0,True
5.0,0.0,15.0,False
4.0,0.0,79.0,True
4.0,0.0,74.0,True
4.0,0.0,1279.0,False
3.0,3.0,109.0,True
5.0,0.0,52.0,False
5.0,0.0,124.0,False
5.0,0.0,7.0,True
1.0,3.0,192.0,True
5.0,0.0,184.0,True
3.0,0.0,801.0,False
5.0,0.0,739.0,False
1.0,3.0,96.0,False
5.0,2.0,7.0,True
5.0,0.0,62.0,True
5.0,1.0,202.0,False
4.0,3.0,276.0,True
5.0,0.0,84.0,False
3.0,3.0,547.0,True
5.0,0.0,287.0,True
4.0,0.0,142.0,True
3.0,3.0,750.0,False
1.0,0.0,49.0,False
4.0,3.0,136.0,False
5.0,1.0,67.0,True
5.0,3.0,308.0,True
5.0,0.0,43.0,False
5.0,0.0,384.0,True
4.0,3.0,31.0,True
5.0,0.0,429.0,False
5.0,1.0,148.0,True
5.0,0.0,2.0,True
5.0,0.0,488.0,True
5.0,0.0,99.0,False
1.0,0.0,322.0,True
4.0,0.0,35.0,False
1.0,0.0,276.0,False
1.0,0.0,214.0,False
1.0,4.0,294.0,True
3.0,0.0,188.0,True
5.0,0.0,21.0,True
5.0,0.0,193.0,True
4.0,0.0,501.0,True
2.0,1.0,66.0,False
4.0,1.0,90.0,True
4.0,0.0,7.0,True
1.0,0.0,340.0,False
5.0,0.0,131.0,False
5.0,0.0,42.0,True
5.0,0.0,300.0,True
3.0,1.0,164.0,True
4.0,0.0,549.0,False
3.0,3.0,297.0,True
4.0,3.0,236.0,True
4.0,0.0,7.0,True
3.0,0.0,67.0,True
3.0,0.0,395.0,True
4.0,0.0,196.0,False
5.0,3.0,300.0,False
5.0,3.0,269.0,True
4.0,0.0,9.0,False
5.0,0.0,18.0,False
5.0,0.0,717.0,True
5.0,2.0,113.0,False
5.0,0.0,7.0,True
5.0,0.0,7.0,True
5.0,0.0,3.0,True
4.0,0.0,1874.0,False
1.0,3.0,248.0,True
4.0,2.0,643.0,True
5.0,3.0,154.0,False
1.0,0.0,56.0,False
3.0,0.0,6.0,False
4.0,0.0,100.0,True
1.0,3.0,79.0,True
4.0,0.0,206.0,True
5.0,0.0,7.0,True
5.0,0.0,139.0,False
4.0,0.0,7.0,True
5.0,0.0,526.0,True
5.0,0.0,2.0,True
5.0,0.0,6.0,False
5.0,0.0,103.0,True
4.0,0.0,1.0,False
5.0,0.0,28.0,True
5.0,0.0,87.0,True
5.0,0.0,1.0,True
5.0,0.0,716.0,False
4.0,0.0,407.0,True
5.0,0.0,6.0,False
3.0,1.0,739.0,True
4.0,3.0,190.0,True
3.0,0.0,37.0,False
5.0,0.0,600.0,False
5.0,0.0,51.0,True
5.0,0.0,202.0,True
5.0,0.0,4.0,True
5.0,0.0,4.0,True
4.0,0.0,7.0,True
5.0,2.0,326.0,False
5.0,1.0,649.0,True
5.0,0.0,835.0,True
3.0,1.0,421.0,True
5.0,3.0,146.0,True
5.0,1.0,56.0,False
5.0,0.0,56.0,True
5.0,0.0,7.0,True
4.0,0.0,302.0,False
3.0,0.0,262.0,False
5.0,0.0,4.0,True
3.0,0.0,187.0,True
5.0,0.0,177.0,False
5.0,3.0,716.0,True
5.0,0.0,7.0,True
4.0,0.0,9.0,True
1.0,1.0,751.0,True
5.0,14.0,205.0,False
5.0,0.0,143.0,False
2.0,3.0,327.0,True
4.0,0.0,229.0,True
4.0,0.0,7.0,True
4.0,0.0,265.0,True
4.0,0.0,7.0,True
5.0,0.0,289.0,False
1.0,3.0,330.0,True
5.0,3.0,127.0,False
5.0,0.0,7.0,True
5.0,0.0,137.0,True
1.0,3.0,107.0,True
1.0,3.0,260.0,True
4.0,1.0,64.0,True
5.0,2.0,1.0,True
4.0,0.0,591.0,True
5.0,0.0,561.0,True
5.0,3.0,1128.0,True
4.0,0.0,75.0,False
5.0,0.0,4.0,True
4.0,0.0,5.0,False
5.0,0.0,404.0,True
5.0,0.0,35.0,False
5.0,0.0,372.0,True
3.0,0.0,7.0,False
4.0,0.0,79.0,False
5.0,0.0,208.0,True
3.0,3.0,1584.0,True
5.0,0.0,37.0,True
5.0,0.0,122.0,True
5.0,0.0,616.0,True
2.0,1.0,93.0,False
2.0,3.0,327.0,False
4.0,0.0,7.0,True
4.0,0.0,7.0,True
4.0,0.0,310.0,True
5.0,0.0,1170.0,True
5.0,3.0,64.0,True
5.0,0.0,14.0,True
1.0,0.0,363.0,False
5.0,0.0,8.0,True
5.0,0.0,470.0,True
5.0,0.0,10.0,True
3.0,0.0,130.0,True
4.0,0.0,95.0,True
4.0,0.0,34.0,False
4.0,0.0,25.0,False
5.0,1.0,372.0,False
5.0,0.0,473.0,True
4.0,0.0,7.0,True
4.0,3.0,6.0,True
5.0,0.0,147.0,True
4.0,3.0,877.0,True
4.0,3.0,6.0,False
5.0,1.0,206.0,True
5.0,0.0,1.0,False
5.0,4.0,313.0,True
5.0,2.0,67.0,True
5.0,0.0,367.0,True
5.0,4.0,43.0,True
5.0,0.0,37.0,True
2.0,0.0,249.0,False
5.0,3.0,440.0,True
5.0,2.0,56.0,False
5.0,0.0,17.0,True
4.0,2.0,7.0,True
5.0,1.0,246.0,False
5.0,0.0,242.0,True
1.0,3.0,264.0,True
5.0,0.0,501.0,True
4.0,3.0,564.0,False
4.0,0.0,4.0,True
5.0,0.0,269.0,False
5.0,0.0,439.0,True
1.0,1.0,238.0,True
1.0,0.0,181.0,False
4.0,0.0,7.0,True
4.0,0.0,195.0,True
5.0,2.0,4.0,True
5.0,0.0,121.0,True
4.0,3.0,390.0,True
5.0,0.0,46.0,True
5.0,0.0,87.0,True
5.0,0.0,275.0,True
2.0,0.0,257.0,True
5.0,0.0,391.0,False
5.0,4.0,391.0,True
5.0,0.0,122.0,False
1.0,0.0,37.0,False
5.0,2.0,7.0,True
5.0,0.0,7.0,True
1.0,0.0,114.0,False
3.0,0.0,105.0,True
5.0,0.0,37.0,True
1.0,0.0,329.0,False
5.0,3.0,117.0,True
5.0,0.0,576.0,False
3.0,0.0,608.0,False
4.0,0.0,31.0,True
1.0,0.0,299.0,False
5.0,0.0,114.0,False
4.0,3.0,68.0,True
