stars,likesCount,reviewerNumberOfReviews,isLocalGuide
5.0,0.0,132.0,False
5.0,1.0,144.0,False
5.0,0.0,34.0,True
5.0,0.0,69.0,True
4.0,2.0,702.0,True
2.0,2.0,570.0,True
4.0,3.0,418.0,True
2.0,0.0,375.0,True
4.0,0.0,332.0,True
5.0,0.0,10.0,True
5.0,0.0,76.0,True
2.0,3.0,61.0,True
1.0,0.0,50.0,True
4.0,0.0,7.0,True
4.0,0.0,395.0,True
5.0,3.0,201.0,True
4.0,0.0,7.0,True
4.0,3.0,91.0,True
3.0,0.0,125.0,True
5.0,2.0,20.0,False
5.0,0.0,326.0,True
5.0,0.0,180.0,True
5.0,9.0,323.0,False
5.0,0.0,233.0,False
3.0,0.0,104.0,True
5.0,0.0,1622.0,False
5.0,3.0,218.0,True
5.0,0.0,5.0,False
4.0,0.0,5.0,True
4.0,0.0,16.0,True
4.0,0.0,23.0,False
5.0,0.0,92.0,True
5.0,0.0,66.0,False
3.0,0.0,2.0,True
4.0,4.0,67.0,True
5.0,0.0,15.0,True
5.0,0.0,395.0,True
4.0,1.0,300.0,False
5.0,0.0,300.0,True
4.0,3.0,90.0,False
3.0,0.0,32.0,True
5.0,0.0,7.0,True
3.0,0.0,82.0,True
5.0,0.0,275.0,True
1.0,0.0,130.0,False
5.0,0.0,9.0,True
5.0,0.0,7.0,True
4.0,0.0,7.0,True
4.0,0.0,7.0,True
2.0,0.0,206.0,True
5.0,0.0,2.0,True
4.0,3.0,138.0,True
5.0,0.0,356.0,True
5.0,1.0,395.0,True
5.0,0.0,1.0,False
5.0,2.0,115.0,True
3.0,3.0,158.0,True
5.0,1.0,702.0,True
5.0,0.0,333.0,False
5.0,0.0,4.0,True
1.0,3.0,164.0,True
5.0,4.0,139.0,True
5.0,0.0,513.0,True
5.0,0.0,104.0,True
5.0,3.0,17.0,True
4.0,3.0,1.0,True
2.0,0.0,421.0,False
5.0,0.0,591.0,False
5.0,2.0,7.0,True
4.0,3.0,196.0,True
5.0,0.0,39.0,True
5.0,0.0,7.0,True
3.0,0.0,57.0,True
1.0,3.0,444.0,False
3.0,0.0,480.0,True
4.0,0.0,7.0,True
5.0,0.0,49.0,True
5.0,0.0,156.0,True
3.0,3.0,145.0,True
5.0,0.0,16.0,False
1.0,3.0,16.0,True
4.0,0.0,25.0,True
3.0,3.0,22.0,True
4.0,1.0,68.0,False
5.0,0.0,216.0,True
3.0,0.0,1.0,False
5.0,0.0,7.0,True
5.0,0.0,576.0,True
5.0,4.0,280.0,True
4.0,4.0,7.0,True
5.0,0.0,147.0,False
5.0,0.0,423.0,False
5.0,0.0,7.0,True
5.0,0.0,649.0,True
4.0,4.0,174.0,True
5.0,2.0,7.0,True
1.0,3.0,447.0,True
5.0,15.0,39.0,True
5.0,0.0,59.0,False
1.0,0.0,256.0,False
4.0,0.0,496.0,False
5.0,0.0,130.0,True
5.0,0.0,574.0,True
5.0,0.0,351.0,False
4.0,0.0,75.0,True
5.0,5.0,339.0,False
4.0,0.0,47.0,True
5.0,0.0,7.0,True
5.0,0.0,67.0,False
5.0,2.0,118.0,False
5.0,0.0,111.0,False
5.0,0.0,317.0,True
5.0,0.0,247.0,False
1.0,0.0,561.0,False
5.0,3.0,164.0,True
5.0,3.0,272.0,True
5.0,0.0,176.0,True
4.0,0.0,1.0,True
5.0,0.0,68.0,False
1.0,2.0,1.0,False
3.0,0.0,40.0,True
3.0,0.0,159.0,False
3.0,3.0,68.0,True
1.0,3.0,57.0,False
2.0,1.0,141.0,True
5.0,2.0,586.0,True
5.0,0.0,177.0,False
5.0,0.0,390.0,False
5.0,0.0,50.0,True
4.0,0.0,272.0,True
5.0,2.0,169.0,True
5.0,1.0,15.0,True
4.0,0.0,145.0,False
5.0,0.0,50.0,False
1.0,0.0,466.0,True
4.0,2.0,28.0,True
5.0,5.0,132.0,True
5.0,0.0,188.0,False
5.0,0.0,120.0,True
5.0,0.0,739.0,True
5.0,0.0,1.0,False
5.0,0.0,56.0,True
5.0,1.0,161.0,True
5.0,3.0,261.0,True
4.0,0.0,202.0,True
4.0,2.0,7.0,True
1.0,3.0,415.0,True
4.0,3.0,80.0,True
3.0,1.0,270.0,True
4.0,0.0,79.0,True
3.0,3.0,381.0,True
5.0,0.0,155.0,False
1.0,0.0,17.0,True
2.0,4.0,113.0,True
5.0,0.0,304.0,True
3.0,0.0,460.0,True
5.0,0.0,135.0,True
5.0,0.0,354.0,True
3.0,4.0,339.0,True
4.0,0.0,189.0,False
5.0,0.0,505.0,False
2.0,0.0,194.0,False
5.0,0.0,262.0,False
1.0,0.0,283.0,True
5.0,2.0,7.0,True
4.0,0.0,1.0,True
4.0,0.0,79.0,False
4.0,2.0,7.0,True
4.0,0.0,260.0,False
5.0,3.0,143.0,True
4.0,0.0,12.0,False
4.0,3.0,401.0,True
5.0,0.0,2.0,True
5.0,0.0,66.0,True
5.0,4.0,199.0,True
3.0,0.0,19.0,True
